epoch,acc,loss,val_accuracy,val_loss
41,0.6623358528689575,0.9064369685988121,0.6373641682920034,0.9929348009480976
42,0.6656449197136649,0.9081204761685305,0.6342992477013095,0.9956561538229151
43,0.6636246473241771,0.9056223133289726,0.6354137642797436,0.9956387049575873
44,0.6640774670005646,0.9005535169140897,0.6341599331290053,0.9971061889492193
45,0.6642167961308025,0.902717465517094,0.6386179994427417,0.995477128274662
46,0.6639033055877672,0.8971602588247334,0.6358317079966564,0.9979802299323073
47,0.6682225086251423,0.8917707207932974,0.6358317079966564,0.9929217084200145
48,0.669685464488488,0.896556228076433,0.6380607411535246,0.9935368361596644
49,0.6707652652488698,0.8885736068740335,0.6348565059905266,1.0009686649260863
50,0.6707304329694246,0.8899105712120019,0.6352744497074394,0.9956251989004837
51,0.6708349298150268,0.8815389105263721,0.6388966285873502,0.9911295244639947
52,0.671078755790867,0.8856632388797838,0.6370855391473949,0.9906715153983523
53,0.672959699053231,0.8805335752974567,0.6383393702981331,0.989812926284182
54,0.6740743320930581,0.8807360833787989,0.6384786848704375,0.989415441757791
55,0.6725765439419625,0.8828115526953604,0.6383393702981331,0.9889093841075499
56,0.6710439235124598,0.8813934445634457,0.6377821120089161,0.9889300326578263
57,0.6726113762276362,0.8790185124262311,0.6382000557258289,0.9898765931457622
58,0.672228221119482,0.8806352985225387,0.6388966285873502,0.9895195464431559
59,0.6729248667665192,0.8785164839947185,0.6377821120089161,0.990228262210696
60,0.6727158730732385,0.876237707176429,0.6377821120089161,0.9904279711519519
61,0.6745619840488908,0.8781034726887114,0.6384786848704375,0.9897915540747272
62,0.6744226549207291,0.8757819737227568,0.6377821120089161,0.9890182070427865
63,0.6722630533984082,0.8779704290487876,0.6382000557258289,0.9898873917004896
64,0.6788811870841897,0.8769305388289828,0.639314572304263,0.9879592420597135
65,0.6735170155721064,0.8782795013220085,0.6386179994427417,0.9908147307616749
66,0.6764429273091787,0.8769423241459001,0.6380607411535246,0.9907618230284008
67,0.6750844682862448,0.8782800133273396,0.6394538868765672,0.9891193026651344
68,0.6767215855675782,0.8782812616988622,0.6390359431596545,0.989016985786961
69,0.6775923926315651,0.8734701700339127,0.6386179994427417,0.9895714366957483
70,0.6751193005698424,0.878574540449902,0.6407077180273056,0.9903708715630162
71,0.6747709777421714,0.8735278757956215,0.6380607411535246,0.9895385561231187
72,0.6748754745908879,0.8759543299612703,0.6398718305934801,0.9893218805345528
73,0.6752586297000803,0.8747363324166839,0.6397325160211759,0.9878731339912489
74,0.6751193005688043,0.8761593719075028,0.6394538868765672,0.9894538352203156
75,0.6747709777432095,0.8743056797458899,0.638757314015046,0.989768551796982
76,0.6759552753512698,0.8781438590408206,0.6407077180273056,0.9885146428895016
77,0.6754327911108015,0.8761721919989643,0.641404290888827,0.9878469861028718
78,0.6766519210045355,0.8750932533695571,0.6409863471719142,0.9881240054404513
79,0.6731686927444356,0.8772800687218191,0.6422401783226526,0.9885206926031742
80,0.6745619840488908,0.8757701554871921,0.6398718305934801,0.9884423171288126
81,0.6759204430707865,0.8763837179979347,0.6400111451657844,0.9882350711312324
82,0.673482183288509,0.8797574686137913,0.6405684034550014,0.988576390577844
83,0.6772789020864537,0.8773615587205696,0.6398718305934801,0.9900382988364559
84,0.6782890382827547,0.8691228853256469,0.6395932014488716,0.9892856387847577
85,0.6760249399153506,0.8730840716534238,0.6398718305934801,0.9894038889859174
86,0.677731721759727,0.8763997051412648,0.6401504597380886,0.9892033901544094
87,0.6775923926315651,0.8731307061456239,0.6400111451657844,0.9894738797192854
88,0.6731338604660284,0.8760448906330227,0.6400111451657844,0.9888903121491202
89,0.677453063499251,0.8740672855251443,0.6402897743103929,0.9891023961040893
90,0.6734473510090637,0.8748231161628556,0.6400111451657844,0.9896834026508325
91,0.6741788289407366,0.8773720459324501,0.6400111451657844,0.9903195693187974
92,0.6758856107882271,0.8747911525206978,0.6388966285873502,0.9894291080449344
93,0.6760249399163888,0.877171370686149,0.6405684034550014,0.9886204015580882
94,0.6729945313326763,0.8832748355841893,0.6409863471719142,0.9889691593787171
95,0.6761991013291861,0.8737878633511303,0.6405684034550014,0.9878346677210444
96,0.6770350761095755,0.8744224737902089,0.6398718305934801,0.9890284510700441
97,0.6745271517684075,0.8740622982252495,0.6397325160211759,0.9896769208408525
98,0.6765125918742976,0.8721869362966449,0.6397325160211759,0.9885865332987953
99,0.6761294367630291,0.8721474141319525,0.6404290888826971,0.9893692800612728
100,0.6737956738315442,0.876175418759286,0.6397325160211759,0.9891052183317055
101,0.6744574872012123,0.8730013425075553,0.6397325160211759,0.9888694336833512
102,0.674004667525863,0.8776405109858504,0.639314572304263,0.9901195030486095
103,0.6764080950266191,0.8770565661235831,0.6404290888826971,0.9887742594976417
104,0.6754676233975133,0.8776683839512094,0.6400111451657844,0.989697306791897
105,0.6736215124218611,0.876224751636947,0.6395932014488716,0.9897233707455082
106,0.6772440698080466,0.8693738128453895,0.6398718305934801,0.9891097656894641
107,0.674875474591926,0.8733699221322685,0.6398718305934801,0.9903228394199328
108,0.6773833989382845,0.8711922869396134,0.6400111451657844,0.9885837645476228
109,0.6757114493754296,0.873963341302203,0.6409863471719142,0.9895677571842749
